,Brand,Date,Name,Product ID,Rating,Review,Review Title,Source,Usefulness
27,Hamilton Beach,"March 13, 2016",Hamilton Beach 12 Cup Programmable Coffee Maker | Model# 49465R,21646036,4,"Besides the Hamilton Beach 12-cup Programmable Coffee Maker, I also own a Keurig 2.0 2000 Coffee maker, I really love my Keurig, but I do get tired of making one cup at a time on some days, so by getting this Hamilton Beach 12-cup Programmable Coffee Maker, I can make 12 cups. I used to have a Mr. coffee, coffee maker but my husband bumped it and it fell and after that it never worked right again. I also did not like how the programmer part worked or not. Anyway when I got this Hamilton Beach Coffee Maker I was eager to try it out, so I cleaned it like you should and set it all up to brew a pot of coffee the next afternoon, so I set the timer for 12:30 in the afternoon so when I got home from work I would have a pot of coffee ready to enjoy. It also comes with a 2 hour automatic shut off built in, I wish there was a way to turn off the automatic shut off control so you do not have to keep track of the two hours and have to turn it back on. It is great if you forget to turn it off, it will automatically do it for you. It uses a cone shaped filter size number 4. When you put it in the machine you have to make sure you push it down on the filter basket so it is properly seated in the coffee maker, also make sure you align the tab correctly and gently press down on the basket. Drippy Carafes? Just like all coffee makers the Hamilton Beach 12-cup Programmable Coffee Maker if you pour it to fast it will drop out of the side of the Carafe, so just pour it slow and easy and no problem, otherwise you will have a mess to clean-up. But all in all I do like this coffee maker, and yes I would recommend this to family and friends.",Best inexpensive programmable coffee brewer,Walmart,28
28,Hamilton Beach,"March 4, 2016",Hamilton Beach 12 Cup Programmable Coffee Maker | Model# 49465R,21646036,5,"I received this Hamilton Beach Black 12 Cup Programmable Coffee Maker through the Walmart Spark Reviewer Program free for doing a review of the product. The black plastic exterior is a bold addition to any kitchen and looks sharp on the counter. It has a digital clock for convenience. I like that the clock is at the bottom so that steam does not damage it. It is programmable, so you can choose when brewing begins, hours in advance. The auto pause and serve feature allows you to grab a cup of coffee while it is still brewing. The warming mode keeps your coffee hot and fresh. I like the two hour automatic shut off because it prevents problems from leaving it on all day. The non-stick warmer plate prevents burnt on spills and resists messy coffee buildup. The black color does not show coffee stains easily, like white ones do, and it easily wipes clean. I love the large, easy to see water level indicator that allows you to easily adjust the strength and size of each batch. It has a cone-shaped filter basket for great-tasting coffee uses a #4 cone shaped coffee filter. I do like that the filters do not seem to fold in and get grounds in the pot like some other coffee pots. In the pictures I have posted I am heating a pot of water for hot tea. The fill area is quite large and easy to fill.",Great coffee maker,Walmart,19
29,Hamilton Beach,"March 5, 2016",Hamilton Beach 12 Cup Programmable Coffee Maker | Model# 49465R,21646036,5,"Hamilton Beach 12 Cup Programmable Coffee Maker is Black and Stainless Steel. Programmable Clock/Timer. Automatic Shut-Off, Water Window, Auto Pause and Serve. It has a cone-shaped Brew Basket for making great tasting coffee. It uses #4 cone-shaped coffee filters. Non Stick Keep-Hot Plate resists messy coffee buildup and wipes clean. Auto Pause and Serve lets you pour a cup of coffee before the brew cycle is complete. Cord Storage and a simple to program Clock/Timer. Let's you set morning coffee in advance. Made in China. Make sure you push down on the filter basket so it is properly seated in the machine. Just make sure you align the tab correctly and gently press down on the basket so it ""seats"" properly. You can feel it when it is done correctly. If it is not done correctly the top lid for the coffee maker will not close or it will be difficult to snap the top shut so you will know that the basket is not fully set down. This coffee maker makes good coffee even on the first time. It will turn off automatically. It is good quality and seems to be durable. I would recommend this product. It keeps coffee hot and is easy to pour. Simple to use. Very easy to clean without much scrubbing. I just wipe down the coffee maker with a wet sponge and dry it and then it looks brand new again. It doesn't make a lot of noise. Nice drdign and looks great on the kitchen counter. Really goes good with stainless steel appliances. You can make 12 cups at a time or less. Use 1level tablespoon of coffee for each cup you want to make. Never fill past the 12 cup mark. Great value for the price. I would buy this product for my family. I have no negative comments only positive ones. We love it and it is so easy to use.",Great Hamilton Beach Coffee Maker,Walmart,16
30,Hamilton Beach,"March 11, 2016",Hamilton Beach 12 Cup Programmable Coffee Maker | Model# 49465R,21646036,5,"The Hamilton Beach 12 cup programmable coffee maker is excellent for anyone who needs to have their coffee at a certain time because it allows you to pre-set your time that you want to have that cup of coffee. I found that it works really well for cups from 4 – 12. I did try just 2 cups and it was okay but I recommend a minimum of 4 cups+. I like the big numbers that are on the side of the filler as well as on the Carafe. By following the instructions for programming the Hamilton Beach coffee maker, you will find it to be very easy to do. Before setting the timer make sure that you set the clock on the Hamilton Beach to the correct time so that when you do set the timer it will go off at the correct time that you wish it to start brewing that/those cup(s) of coffee. Make sure that you pick up some cone shaped coffee filters (Not provided) for your Hamilton Beach coffee maker.  If you are a first time coffee drinker or this is your first time owning a coffee maker, here are some tips. Take the Carafe and fill it to the number of cups of coffee you wish to brew. Open the top of the lid on the Hamilton Beach coffee maker, the water into the filler basket. Place your cone shaped filter into the filter basket. Depending on either how strong and the number of cups of coffee you are brewing (I used 1 teaspoon for every cup of coffee that I planned to make). **I also liked the fact that you can pour yourself a cup in-between the brewing process, but don't take more than 20 seconds it is design for you to quickly pour and replace. Make sure when you replace it that when it starts to pour the coffee into the carafe** Enjoy your New Hamilton Beach 12-cup programmable coffee maker!",Great Coffee Maker,Walmart,2
31,Hamilton Beach,"March 12, 2016",Hamilton Beach 12 Cup Programmable Coffee Maker | Model# 49465R,21646036,5,"My husband is very particular about his coffee. He is retired and an early riser and starts his day with a cup of black coffee before even able to string sentences together. He does not like fancy coffees & features he'll never use. I chose this model as I felt he would like model, features and style of this Hamilton Beach, especially the 'Pause & Serve feature. He wants that first cup as soon as the machine has it brewed and will pull out the carafe, pop in his coffee cup. As soon as he pulls out the carafe, the coffee flow stops long enough for him to put in his cup without losing a drop. He puts back in the carafe and the coffee continues brewing as long as it sits on the hot plate. You have to put the carafe back on the hotplate within 20 seconds or the filter basket could over flow.   Just make sure filter is in place so no coffee grounds spill over. The water reservoir and filter are on top of the coffee maker. You have water level on side of machine so you control how much or little coffee you want to start the day. As a Sparks Reviewer for Walmart, I received this Hamilton Beach 12 cup coffee maker to try. My husband does not program his coffee as he rises at different times and dislikes having a pot of coffee warming on the hot plate for over an 1/2 hour, as he feels it would become stronger, more bitter than he likes. However, with dinner or overnight guests, he prefers having the digital clock timer so he can program the timer and coffee will be ready at the right time. It is easy to program and can be set for 20 hrs. The on & off light indication is at the bottom of the hot plate, with the clock and programming buttons. They are large enough for him to read without putting on his glasses. This model does not come with a permanent filter. It does not use the cheaper white basket type filters. The #4 cone filters are more expensive but make a better cup of coffee. I do not find this a problem. I watch grocery flyers for sales and will stock up on the cone filters then. The price difference did concern him but I am a conservative & coupon shopper - so I will watch for sales. This model does not have a brew strength selector. You control the strength by the amount of coffee grounds you put in, usually 1 teaspoon of coffee (more or less to taste) per cup. He knows how he likes his coffee so he did not need the brew strength selector. He did run a pint of plain white, cheap vinegar into the water reservoir before using and will do this monthly to keep it clean & keep coffee from tasting bitter. This is important with hard water or using tap water to keep your coffee pot running properly. It is so easy. Pour in vinegar, run it for 30 seconds. Turn it off, let it set for 30 minutes, turn it back on and let it finish it's cycle. This gives the vinegar a chance to clean the reservoir and filter holder. When the brew cycle is done, turn off. Pour in 1 cup water into reservoir and turn on again. Do this twice to clean out any vinegar and residue.  A trick for washing the carafe without having to use dish soap after using. Rinse carafe in clean water, dump out. Add ice cubes to about half full and shake. It will clean pot without leaving any soapy taste. You can also wash both carafe & filter in the TOP rack of your dish washer too.  Overall, I would give this Hamilton Beach Coffeemaker a 10 on a scale of 1-10. If you don't need a machine with a ton of bells & whistles and just want a good cup of coffee...this is the perfect machine. It is well made. We have the black model that fits our kitchen décor. However, I see that he has made himself a coffee area in his ""man-cave bedroom so he can wake up at any hour and make coffee without disturbing me. Besides his cell phone, this is favorite electronic gadget. You also get a Use & Guide Care guide that has tips, use & care guides and recipes. It is definitely a good coffee maker for the price.",Makes a Great Cup of Coffee!,Walmart,3
32,Hamilton Beach,"February 27, 2016",Hamilton Beach 12 Cup Programmable Coffee Maker | Model# 49465R,21646036,5,"I got the box home, opened it up, and discovered it matched everything else in my kitchen. What a nice surprise. I seem to have a black and silver theme going on in the kitchen, not on purpose mind you, but it does make everything look fancy when everything matches I think. The filter basket holds the cone filters. I thought it was the other kind. This is the first time I have used the cone filters. This coffee maker comes with a programmable clock, two hour auto shut off, water window, set it to brew at a certain time, and auto pause/serve. Honestly, it is all strait forward and very easy to operate. I have had a few coffee makers over the years. Had everything happen from zapping myself to coffee grounds spilling over the basket into the coffee pot, to forgetting to turn the coffee maker off and burning the pot. I am weird in that I like to brew a whole pot of coffee, this one makes 12 cups, and turning it off. Then rewarming the coffee one cup at a time in the microwave through out the day instead of leaving the coffee maker on for long periods of time and getting that film of oil on top of the coffee. I always thought it tastes better that way. But of course a coffee maker can be used for so much more then just coffee. It can be used for making instant cereals to tea. Anyways, it was shipped very quickly! Packaged very well as to make sure nothing broke like the glass coffee pot. The inside of the top part is an open design so that makes it much easier to get your hand in there to clean it or brush if you prefer. I always bought that cleaning solution made just for coffee makers but you can easily clean this by running hot water through it a few times. Perfect designed coffee maker for the every day coffee lover. I would highly recommend this coffee maker to anyone... The attention to the little details is very nice. It has a stylish sleek design that matches many kitchen decors. Above all it makes a really good pot of coffee. Nice and hot. Quick. Reliable. I have had no issues this this coffee maker what so ever. The cone filters seem to work just fine and have not had to much of a hassle keeping the coffee grounds out of the pot of coffee this time... Over all works very well...",Design matches my kitchen,Walmart,2
33,Hamilton Beach,"February 27, 2016",Hamilton Beach 12 Cup Programmable Coffee Maker | Model# 49465R,21646036,4,"I was glad to pick this to review as the one I had been using was only a 4 cup and not big enough for two people, This is a Hamilton Beach 12 cup coffee maker . Programmable with clock and timer. I picked this not only because it has a name I was familiar with and that it made 12 cups but because it was programmable. My soon has different hours then I do and gets up real early for work so we just program it the night before and when hes up and ready so is his coffee. All we had was 4 cup filters when this came they do work but are small .Also comes with a auto pause feature 2 hour shut of which is wonderful since I tend to be forgetful some times. This does use a 4"" filter but they are coned, Also has a cord storage so you can tuck that excess away . And I like that it has a Nonstick keep hot plate anything I hate is the nasty look of the old hotplate I never could seem to get that clean this one just wipes off clean. I think if your a person on the go or not this coffee pot will fit your lifestyle nice . who wouldn't love waking up to a fresh brewed pot of coffee every morning ....",Hamilton beach coffee maker,Walmart,0
34,Hamilton Beach,"October 10, 2016",Hamilton Beach 12 Cup Programmable Coffee Maker | Model# 49465R,21646036,5,"I only buy programmable coffee makers. I love having my coffee ready for me. If I'm up before it's brewed,  it only takes 10 minutes until  my coffee is ready. I love how compact it is for a 12 cup coffee maker. I just wish I could remove the coffee filter compartment for cleaning.  I had it delivered to my local WalMart and it was ready for pick up as promised by the date expected. I see the price has come down again so I will purchase a couple more for Christmas gifts. You won't be disappointed with this Coffee Maker",Great inexpensive programmable coffee maker,Walmart,9
35,Hamilton Beach,"March 10, 2016",Hamilton Beach 12 Cup Programmable Coffee Maker | Model# 49465R,21646036,5,"I received the Hamilton Beach 12-Cup Programmable Coffee Maker free from Walmart Spark Reviewer in exchange for an honest review. First, let me say, that living alone, I did not think I needed a large coffee maker. However, I have changed my mind since receiving this one. I can make more than one cup at a time and that is great for when I have company. I also like the fact that I can prepare the coffee at night before I go to bed and it is ready when I wake up in the morning. Actually, I do not even need an alarm clock anymore. The wonderful aroma of the coffee wakes me up. Now for the flavor. Wow! The coffee maker makes a great cup of coffee and keeps it warm. I thought making one cup at a time was the best for me, but this makes much better tasting coffee. I am also a tea drinker. There is nothing like a good cup of hot tea for relaxing. I can make tea in the pot for a pitcher full of iced tea, or I can just run hot water through the pot for one or 2 cups of tea. I highly recommend this coffee maker.",Great coffee maker,Walmart,0
36,Hamilton Beach,"March 6, 2016",Hamilton Beach 12 Cup Programmable Coffee Maker | Model# 49465R,21646036,5,I received this Hamilton Beach Coffee Maker from Walmart Spark review and it is working great! It holds a generous 12 cups which can be stopped while it is brewing and pour yourself a cup. I love this feature as you don't have to wait for it to finish brewing. It has a digital clock timer so it can be ready when you get up too! The only feature that is bothersome to me is that it takes cone filters. t They can be bought anywhere other filters are bought but I have the other ones left over from my old coffee pot so I wanted to use them. A lot of people are switching to the one cup coffee pots such as (Keurig) but I have always liked more than one cup coffee makers so this is for me and would buy again .,Hamilton Beach Coffee maker,Walmart,0
37,Hamilton Beach,"March 4, 2016",Hamilton Beach 12 Cup Programmable Coffee Maker | Model# 49465R,21646036,5,"Received my Hamilton Beach 12-Cup Programmable Coffee Maker. It is a very nice looking coffee pot. I have never had a Hamilton Beach so I wanted to try one. I like that it is a smaller footprint than my old coffee pot. It does have a cone shaped filter which is a little different. It is supposed to be for better coffee extraction and better flavor.  The clock is programmable and the timer allows you to wake up to hot, fresh and great-tasting coffee, and the two-hour automatic shutoff ensures that you will not leave your coffeemaker on all day. It also has a pause-and-serve feature that allows you to pour a cup of coffee from the pot while the coffee is still brewing. Setup of the clock and to program to auto brew at a preset time is very easy! There is a green light that illuminates to show that the timer is set which is super nice. You can tell at a glance that you ready for the next morning! I love the sleek design. I will have to get used to the cone filter, which is new to me. Makes coffee pretty fast too. The coffee is also nice and hot! This coffee pot makes my coffee even taste better! My old coffee pot never made coffee that hot. I do like hot coffee! Overall this is a great coffee maker!  .",Great coffee pot!!,Walmart,0
